id,title,description,type,category_code,reward_xp,verification_type,place_content_id,place_name,version,is_reusable,review_status,missing_since
rq_58425a686a534ad3,둔산전자타운 원도심 걷기,둔산전자타운 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1623725,둔산전자타운,1,f,approved,
rq_d295cab1d4d7486d,디즈니스토어 현대프리미엄아울렛 대전점 원도심 걷기,디즈니스토어 현대프리미엄아울렛 대전점 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,3454381,디즈니스토어 현대프리미엄아울렛 대전점,1,t,approved,
rq_9fd8759ce4c245a3,롯데백화점 (대전점) 원도심 걷기,롯데백화점 (대전점) 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,132661,롯데백화점 (대전점),1,f,approved,
rq_694fd52c37964836,무수천하마을 원도심 걷기,무수천하마을 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,803712,무수천하마을,1,t,approved,
rq_e06c0386d1814fbc,문충사 원도심 걷기,문충사 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1622872,문충사,1,t,approved,
rq_6967639232264f98,박팽년선생유허비 원도심 걷기,박팽년선생유허비 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1622788,박팽년선생유허비,1,t,approved,
rq_5c5bdf9f467d4369,법동 석장승 원도심 걷기,법동 석장승 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1622603,법동 석장승,1,t,approved,
rq_228a09386a204e48,보문산마애여래좌상 원도심 걷기,보문산마애여래좌상 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1623937,보문산마애여래좌상,1,t,approved,
rq_7a18a9b122cd4e1b,복전암 원도심 걷기,복전암 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,316266,복전암,1,t,approved,
rq_43eb69045ff74559,봉소루 원도심 걷기,봉소루 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1623927,봉소루,1,t,approved,
rq_19be4b2e50824c28,부사노바 원도심 걷기,부사노바 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,3533155,부사노바,1,t,approved,
rq_70d5070ad8fa468d,비래사 원도심 걷기,비래사 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,2673993,비래사,1,t,approved,
rq_1d9f6fd078424ef3,빨간대문 원도심 걷기,빨간대문 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,3533154,빨간대문,1,t,approved,
rq_7551f15d14af4999,사교루 원도심 걷기,사교루 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1623767,사교루,1,t,approved,
rq_f5038e75cd19402a,삼매당 원도심 걷기,삼매당 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1622775,삼매당,1,t,approved,
rq_2702547674804217,상소오토캠핑장 원도심 걷기,상소오토캠핑장 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,2727458,상소오토캠핑장,1,t,approved,
rq_58c3c42606d342ba,석봉도서관 원도심 걷기,석봉도서관 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,3443300,석봉도서관,1,t,approved,
rq_bde89f0a7640468c,소제동 원도심 걷기,소제동 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,2662682,소제동,1,t,approved,
rq_dfa692b48bf2411a,수운교도솔천 원도심 걷기,수운교도솔천 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,250324,수운교도솔천,1,t,approved,
rq_58e0d33277264fe3,숭현서원지 원도심 걷기,숭현서원지 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1058971,숭현서원지,1,t,approved,
rq_aaa6dbc36e484b79,스카이로드 원도심 걷기,스카이로드 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1964622,스카이로드,1,t,approved,
rq_b292ea9f16f748ad,스탕달호텔 원도심 걷기,스탕달호텔 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,2931417,스탕달호텔,1,t,approved,
rq_7e35ccc7511f4e03,스테이 자유 원도심 걷기,스테이 자유 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,3533153,스테이 자유,1,t,approved,
rq_51fab57eb50f4a69,안동권씨유회당종가일원 원도심 걷기,안동권씨유회당종가일원 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1623828,안동권씨유회당종가일원,1,t,approved,
rq_9e68e25e07a2462c,옥류각 원도심 걷기,옥류각 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1622660,옥류각,1,t,approved,
rq_71b975650731466e,옥오재 원도심 걷기,옥오재 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1622717,옥오재,1,t,approved,
rq_a60b0f9eb07540d2,용화사(대전) 원도심 걷기,용화사(대전) 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1623687,용화사(대전),1,t,approved,
rq_3c47e996124f42c2,유성 관광특구 원도심 걷기,유성 관광특구 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1958042,유성 관광특구,1,t,approved,
rq_b4cbf51fa2d349bf,유성 족욕체험장 원도심 걷기,유성 족욕체험장 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,2605899,유성 족욕체험장,1,t,approved,
rq_6882c309349344d2,유성독서대전 원도심 걷기,유성독서대전 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,3544873,유성독서대전,1,t,approved,
rq_fd5c09062e7e4092,유성온천지구 원도심 걷기,유성온천지구 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,125858,유성온천지구,1,t,approved,
rq_874daf9da2f14589,유회당사당 원도심 걷기,유회당사당 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1623810,유회당사당,1,t,approved,
rq_7929f9fd9e354c6e,이시직공정려각 원도심 걷기,이시직공정려각 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1622695,이시직공정려각,1,t,approved,
rq_404739c1f333455a,인쇄거리 원도심 걷기,인쇄거리 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1623668,인쇄거리,1,t,approved,
rq_bcfe6b20c4fe448a,자광사(대전) 원도심 걷기,자광사(대전) 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,128878,자광사(대전),1,t,approved,
rq_f3ffeeafb3684bad,자우리호텔 원도심 걷기,자우리호텔 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,2931419,자우리호텔,1,t,approved,
rq_31d6da546aa64b7c,저스트슬립호텔 유성온천점 원도심 걷기,저스트슬립호텔 유성온천점 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,3085028,저스트슬립호텔 유성온천점,1,t,approved,
rq_bfc7121769c44915,제월당 원도심 걷기,제월당 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1622728,제월당,1,t,approved,
rq_1878b5a70bc54495,진잠향교 원도심 걷기,진잠향교 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1954031,진잠향교,1,t,approved,
rq_19c12698d598447c,찬샘마을 원도심 걷기,찬샘마을 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,128413,찬샘마을,1,t,approved,
rq_c3385654ee894494,창계숭절사 원도심 걷기,창계숭절사 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1623977,창계숭절사,1,t,approved,
rq_9de7d7af62f24a3b,초연물외암각 원도심 걷기,초연물외암각 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1622686,초연물외암각,1,t,approved,
rq_cc419576bbe74350,충남대학교 정심화국제문화회관 원도심 걷기,충남대학교 정심화국제문화회관 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1167117,충남대학교 정심화국제문화회관,1,t,approved,
rq_d0601883a594492b,취백정 원도심 걷기,취백정 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1622562,취백정,1,t,approved,
rq_b086cfacc7364172,카이스트 강당·노천극장 원도심 걷기,카이스트 강당·노천극장 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,130069,카이스트 강당·노천극장,1,t,approved,
rq_8fdae7981987486e,캠프향기 원도심 걷기,캠프향기 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,2730065,캠프향기,1,t,approved,
rq_78841a20d4ff4a69,평송청소년문화센터 원도심 걷기,평송청소년문화센터 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1623708,평송청소년문화센터,1,t,approved,
rq_24d61ca3faff4015,하기숲캠핑장 원도심 걷기,하기숲캠핑장 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,2792581,하기숲캠핑장,1,t,approved,
rq_f5cf1230719e40d2,한남대학교 성지관 원도심 걷기,한남대학교 성지관 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,129723,한남대학교 성지관,1,t,approved,
rq_40cbb8f04fc7414d,한밭종합운동장 원도심 걷기,한밭종합운동장 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1353752,한밭종합운동장,1,t,approved,
rq_e4c173747ac8452c,호텔 더 에이치(Hotel The H) 원도심 걷기,호텔 더 에이치(Hotel The H) 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,2594874,호텔 더 에이치(Hotel The H),1,t,approved,
rq_1f57963d07fd4339,호텔 인터시티 원도심 걷기,호텔 인터시티 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,143023,호텔 인터시티,1,t,approved,
rq_1c1ec67bdbca493f,호텔ICC 원도심 걷기,호텔ICC 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,2948479,호텔ICC,1,t,approved,
rq_a8f59377dc16492c,호텔스카이파크 대전1호점 원도심 걷기,호텔스카이파크 대전1호점 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,2770452,호텔스카이파크 대전1호점,1,t,approved,
rq_993ce4fcdf4646d3,회덕향교 원도심 걷기,회덕향교 주변을 걸으며 원도심 산책 기록을 완성합니다.,이동형,downtown,40,gps_distance,1954045,회덕향교,1,t,approved,
rq_b2b1a9677fa64240,11시들쌈밥 로컬 상권 방문,11시들쌈밥 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2866231,11시들쌈밥,1,t,approved,
rq_27f4ee5854a74c41,가남지 로컬 상권 방문,가남지 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,250577,가남지,1,t,approved,
rq_a630087065624b48,가데나 레스토랑 로컬 상권 방문,가데나 레스토랑 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2866692,가데나 레스토랑,1,t,approved,
rq_8c4df144475949b3,간사이 로컬 상권 방문,간사이 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2912774,간사이,1,t,approved,2026-09-08 10:07:15.36301+09
rq_0a728f389cef4b86,갈마짬뽕 로컬 상권 방문,갈마짬뽕 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2899643,갈마짬뽕,1,t,approved,
rq_1636dd5091e64fb8,갈밭식당 로컬 상권 방문,갈밭식당 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2580078,갈밭식당,1,t,approved,
rq_6db041aad6af44c3,개천식당 로컬 상권 방문,개천식당 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2580239,개천식당,1,t,approved,
rq_fd262d0d08724507,경동오징어국수 로컬 상권 방문,경동오징어국수 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2580294,경동오징어국수,1,t,approved,
rq_99e3698145764b4e,경성삼겹살 로컬 상권 방문,경성삼겹살 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2912781,경성삼겹살,1,t,approved,2026-09-08 10:07:15.36301+09
rq_829ec3fa4dc343f2,관저당 로컬 상권 방문,관저당 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2899637,관저당,1,t,approved,
rq_04e2aecdd44748e0,광천식당 로컬 상권 방문,광천식당 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,1807489,광천식당,1,t,approved,
rq_2e1e4960d52a4c06,구구전복삼계탕 로컬 상권 방문,구구전복삼계탕 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2582070,구구전복삼계탕,1,t,approved,
rq_ce962bc429594270,구즉묵집 로컬 상권 방문,구즉묵집 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2788884,구즉묵집,1,t,approved,
rq_b580235fed5243ac,귀빈돌솥밥 로컬 상권 방문,귀빈돌솥밥 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,133881,귀빈돌솥밥,1,t,approved,
rq_d656589c7077485f,꾸드뱅 로컬 상권 방문,꾸드뱅 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2899345,꾸드뱅,1,t,approved,
rq_a3c5081684eb4ae5,나마미 돈카츠 로컬 상권 방문,나마미 돈카츠 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2866716,나마미 돈카츠,1,t,approved,
rq_573297d7cff8486e,노랑물고기 본점 로컬 상권 방문,노랑물고기 본점 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2913800,노랑물고기 본점,1,t,approved,2026-09-08 10:07:15.36301+09
rq_b456b58c9c3b48a3,노크노크 로컬 상권 방문,노크노크 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,3452550,노크노크,1,t,approved,
rq_8522d75245c64e01,농민순대 로컬 상권 방문,농민순대 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2738009,농민순대,1,t,approved,
rq_5cafa9310bae435e,다솜차반 로컬 상권 방문,다솜차반 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2580593,다솜차반,1,t,approved,
rq_231844ee6d4e46d1,다온by모루 로컬 상권 방문,다온by모루 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2866740,다온by모루,1,t,approved,
rq_fbe353e31a614c7c,다해어죽 로컬 상권 방문,다해어죽 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2913656,다해어죽,1,t,approved,2026-09-08 10:07:15.36301+09
rq_61e736a38b184ca4,대성콩국수 로컬 상권 방문,대성콩국수 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2899585,대성콩국수,1,t,approved,
rq_275b533a206a4460,대손관 본점 로컬 상권 방문,대손관 본점 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2735335,대손관 본점,1,t,approved,
rq_629bd79535244c95,대전 별리달리돈까스 로컬 상권 방문,대전 별리달리돈까스 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,3447047,대전 별리달리돈까스,1,t,approved,
rq_8e71ce117f924b17,대전 중앙시장 로컬 상권 방문,대전 중앙시장 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,1434477,대전 중앙시장,1,t,approved,
rq_9e384abdfca64a96,대전갈비집 로컬 상권 방문,대전갈비집 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2580632,대전갈비집,1,t,approved,
rq_7f99b7f4b6ff4e2d,대전광역시 노은농수산물도매시장 로컬 상권 방문,대전광역시 노은농수산물도매시장 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2737975,대전광역시 노은농수산물도매시장,1,t,approved,
rq_cc74ab471dfd46bd,대전밀면 로컬 상권 방문,대전밀면 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2866294,대전밀면,1,t,approved,
rq_0ce56fc0b15b4c0a,대청마루 옥순네 추어칼국수 로컬 상권 방문,대청마루 옥순네 추어칼국수 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,858920,대청마루 옥순네 추어칼국수,1,t,approved,
rq_b61c9749e0b3414e,대청장어가 본점 로컬 상권 방문,대청장어가 본점 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2899332,대청장어가 본점,1,t,approved,
rq_16db8eed25e84b97,더 빛나 로컬 상권 방문,더 빛나 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2766971,더 빛나,1,t,approved,
rq_354be9b32a644cbb,더함뜰 로컬 상권 방문,더함뜰 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2766484,더함뜰,1,t,approved,
rq_1e9eeccd31ac43cf,델빠네 로컬 상권 방문,델빠네 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2865847,델빠네,1,t,approved,
rq_85c8fa9f436a4ffb,도레미아구찜 로컬 상권 방문,도레미아구찜 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2866787,도레미아구찜,1,t,approved,
rq_2fba8ce4927b4c32,도마큰시장 로컬 상권 방문,도마큰시장 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2758334,도마큰시장,1,t,approved,
rq_78b6b190704c4339,동서장어 로컬 상권 방문,동서장어 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2580679,동서장어,1,t,approved,
rq_3ae3dbb5cf01494b,동소예 로컬 상권 방문,동소예 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2867133,동소예,1,t,approved,
rq_0f3ba66c4ca7459e,동신수산(대전) 로컬 상권 방문,동신수산(대전) 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2580741,동신수산(대전),1,t,approved,
rq_5313c9dc054045f4,둔산꽃시장 로컬 상권 방문,둔산꽃시장 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2758341,둔산꽃시장,1,t,approved,
rq_570868f89b0e409b,둔산전자타운 로컬 상권 방문,둔산전자타운 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,1623725,둔산전자타운,1,t,approved,
rq_bed2843abdc54065,둥지톳밥 로컬 상권 방문,둥지톳밥 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2866812,둥지톳밥,1,t,approved,
rq_e67b8ecf9d2e49d4,따봉시래기 로컬 상권 방문,따봉시래기 방문 사진 또는 영수증 인증으로 지역 상권 XP를 획득합니다.,소비형,market,60,receipt_or_sign_photo,2913758,따봉시래기,1,t,approved,2026-09-08 10:07:15.36301+09
